title,tmdbId,genres,keywords,poster_url,top_cast,director
Dreaming of Joseph Lees,108346,"['Romance', 'Drama']","['lust', 'love crime']",https://image.tmdb.org/t/p/w500//xiDtcNXOhSPcjFcnX6BUTWiws3B.jpg,"['Rupert Graves', 'Samantha Morton', 'Nicholas Woodeson', 'Lee Ross']",Eric Styles
Princess Mononoke,128,"['Adventure', 'Fantasy', 'Animation']","['fight', 'wolf', 'iron', 'pan', 'wild boar', 'territory', 'friendship', 'princess', 'good vs evil', 'rural setting', 'anime']",https://image.tmdb.org/t/p/w500//pdtzEreKvKAlqa2YEBaGwiA45V8.jpg,"['Yōji Matsuda', 'Yuriko Ishida', 'Yūko Tanaka', 'Kaoru Kobayashi']",Hayao Miyazaki
The Suburbans,46286,"['Comedy', 'Drama']","['tattoo', 'music', 'wedding', 'band', 'scout']",https://image.tmdb.org/t/p/w500//meQUL49dy2A5f89hnDG22Pra2An.jpg,"['Jennifer Love Hewitt', 'Bridgette Wilson', 'Craig Bierko', 'Donal Lardner Ward']",Donal Lardner Ward
My Best Fiend,8672,['Documentary'],"['central and south america', 'shooting']",https://image.tmdb.org/t/p/w500//aipkPgZVlTqqACWHHeHbIHqoQbs.jpg,"['Werner Herzog', 'Klaus Kinski', 'Claudia Cardinale', 'Justo González']",Werner Herzog
Train of Life,8056,"['Drama', 'Comedy', 'War']","['concentration camp', 'holocaust', 'jewish life', 'deportation', 'jew', 'nazis', 'eastern europe', 'fool', 'village', 'nazi germany', 'train']",https://image.tmdb.org/t/p/w500//anUwgyVrC7kUwN5OliazbC5qBfr.jpg,"['Lionel Abelanski', 'Rufus', 'Clément Harari', 'Agathe de La Fontaine']",Radu Mihaileanu
The Bachelor,2020,['Comedy'],"['san francisco', 'bachelor', 'remake', 'inheritance', 'wedding']",https://image.tmdb.org/t/p/w500//lhDn0yzCDkVCzHEtoLdASSLDHxn.jpg,"[""Chris O'Donnell"", 'Renée Zellweger', 'Artie Lange', 'Hal Holbrook']",Gary Sinyor
The Bone Collector,9481,"['Drama', 'Mystery', 'Thriller', 'Crime']","['paraplegic', 'investigation', 'psychopath']",https://image.tmdb.org/t/p/w500//4HiIegmRMV147NDLAEhXI8duho.jpg,"['Denzel Washington', 'Angelina Jolie', 'Queen Latifah', 'Michael Rooker']",Phillip Noyce
The Insider,9008,"['Drama', 'Thriller']","['spy', 'newspaper', 'research', 'interview', 'tobacco', 'insider', 'conspiracy theory', 'reporter', 'whistleblower', 'columbia broadcasting system (cbs)', 'tobacco industry']",https://image.tmdb.org/t/p/w500//w695X0FvTlBCS7GSLHNILnrfqPm.jpg,"['Al Pacino', 'Russell Crowe', 'Christopher Plummer', 'Diane Venora']",Michael Mann
American Movie,14242,['Documentary'],"['underdog', 'obsession', 'wisconsin', 'ambition', 'beer', 'independent film', 'filmmaker']",https://image.tmdb.org/t/p/w500//y8dJgWr1HeW0RRxwANDWvgIXdsF.jpg,"['Mark Borchardt', 'Mike Schank', 'Tom Schimmels', 'Monica Borchardt']",Chris Smith
Last Night,16129,"['Romance', 'Drama', 'Science Fiction']","['suicide', 'female nudity', 'father son relationship', 'sex', 'guitar', 'brother sister relationship', 'canada', 'nudity', 'toronto', 'chaos', 'christmas tree', 'computer', 'satire', 'y2k', 'dark comedy', 'end of the world', 'independent film', 'mother daughter relationship', 'anal sex', 'apocalypse', 'gay man', 'doomsday', 'mother son relationship', 'older woman younger man relationship', 'christmas', 'piano', 'tv newscaster']",https://image.tmdb.org/t/p/w500//AgzRrFjp2sUrsDtPSkaJzRHMSy5.jpg,"['Don McKellar', 'Sandra Oh', 'Roberta Maxwell', 'Robin Gammell']",Don McKellar
Rosetta,11489,['Drama'],"['rape', 'trailer park', 'belgium', 'socially deprived family', 'mother daughter relationship', 'poverty', 'alcoholic', 'unemployment']",https://image.tmdb.org/t/p/w500//zdWX3mNm9rzEU9f363y0NPehFrS.jpg,"['Émilie Dequenne', 'Olivier Gourmet', 'Fabrizio Rongione', 'Anne Yernaux']",Jean-Pierre Dardenne
Bride of Re-Animator,18111,"['Comedy', 'Horror', 'Science Fiction']","['desperation', 'nudity', 'human experimentation', 'bat', 'sequel', 'basement', 'stop motion', 'reanimation', 'dark comedy', 'laboratory', 'mad scientist', 'gore', 'h.p. lovecraft', 'severed head', 'doctor', 'corpse', 'police detective', 'cult film', 'science', 'hypodermic needle']",https://image.tmdb.org/t/p/w500//7t9PmI65umna8yq0BPU9YoKn62I.jpg,"['Jeffrey Combs', 'Bruce Abbott', 'Claude Earl Jones', 'Fabiana Udenio']",Brian Yuzna
Coma,11223,"['Thriller', 'Mystery', 'Drama']","['coma', 'boston', 'black market', 'suspense']",https://image.tmdb.org/t/p/w500//kNMfXPm1f8OgVYFU4aEhmP9TJzO.jpg,"['Geneviève Bujold', 'Michael Douglas', 'Elizabeth Ashley', 'Richard Widmark']",Michael Crichton
Creepshow,16281,"['Horror', 'Comedy', 'Fantasy']","['monster', 'halloween', 'meteor', 'buried alive', 'cockroach', 'anthology', 'based on comic', 'gore', 'animated sequence', 'zombie', 'living dead']",https://image.tmdb.org/t/p/w500//4SoyTCEpsgLjX6yAyMsx3AsAyRQ.jpg,"['Hal Holbrook', 'Adrienne Barbeau', 'Fritz Weaver', 'Leslie Nielsen']",George A. Romero
Creepshow 2,16288,['Horror'],"['lake', 'anthology', 'revenge', 'murder', 'blob', 'gore', 'hitchhiker', 'zombie', 'hit and run', 'horror anthology']",https://image.tmdb.org/t/p/w500//rfPwZFtqGHiOvfMhN00sNyO2Umb.jpg,"['George Kennedy', 'Dorothy Lamour', 'Lois Chiles', 'Tom Savini']",Michael Gornick
Re-Animator,1694,"['Science Fiction', 'Comedy', 'Horror']","['overdose', 'human experimentation', 'black humor', 'insanity', 'reanimation', 'laboratory', 'mad scientist', 'h.p. lovecraft', 'decapitation', 'severed head', 'hospital', 'student', 'zombie', 'splatter', 'intestines', 'death', 'cult film', 'black cat', 'dead cat', 'surgical operation', 'reanimated corpse', 'medical student', 'medical school']",https://image.tmdb.org/t/p/w500//1hY6AUl92cL9GdZx031UWFiGETt.jpg,"['Jeffrey Combs', 'Bruce Abbott', 'Barbara Crampton', 'David Gale']",Stuart Gordon
Drugstore Cowboy,476,"['Crime', 'Drama']","['individual', 'robbery', 'drug abuse', 'sheriff', 'support group', '1970s', 'portland', 'drug dealer', 'junkie', 'overdose', 'drugstore', 'group therapy', 'hat', 'motel', 'heroin', 'superstition', 'independent film', 'gritty']",https://image.tmdb.org/t/p/w500//2bQXK39axyedUL6DE1pzdMYgAw1.jpg,"['Matt Dillon', 'Kelly Lynch', 'James Le Gros', 'Heather Graham']",Gus Van Sant
Falling Down,37094,"['Crime', 'Drama', 'Thriller']","['detective', 'homophobia', 'desperation', 'heart attack', 'vandalism', 'rocket launcher', 'traffic jam', 'retirement', 'gang', 'briefcase', 'los angeles', 'violence', 'divorce', 'anger', 'police car', 'pier', 'hispanic', 'freeway', 'inequality', 'road rage', 'uzi', 'urban decay', 'convenience store', 'birthday present', 'laid off', 'price gouging']",https://image.tmdb.org/t/p/w500//7ujqyF96Zg3rfrsh9M0cEF0Yzqj.jpg,"['Michael Douglas', 'Robert Duvall', 'Barbara Hershey', 'Rachel Ticotin']",Joel Schumacher
The Funhouse,13555,['Horror'],"['nudity', 'mask', 'carnival', 'horror', 'violence', 'funhouse', 'video nasty']",https://image.tmdb.org/t/p/w500//3si3hv4oXHjxJofBBuDrcXHlAUA.jpg,"['Elizabeth Berridge', 'Shawn Carson', 'Jeanne Austin', 'Jack McDermott']",Tobe Hooper
The General,961,"['Action', 'Adventure', 'Comedy', 'Drama']","['civil war', 'spy', 'southern usa', 'general', 'fiancé', 'cannon', 'bridge', 'engineer', 'army', 'attack', 'train', 'silent film', 'behind enemy lines']",https://image.tmdb.org/t/p/w500//4NmV1Wei4LxT2lpjViCAScgCZLq.jpg,"['Buster Keaton', 'Marion Mack', 'Glen Cavender', 'Jim Farley']",Buster Keaton
Piranha,24831,['Horror'],"['u.s. army', 'piranha', 'tent camp', 'eugenics']",https://image.tmdb.org/t/p/w500//52d13jkFw7hpunU8WK6AmJy9jTF.jpg,"['Heather Menzies', 'Kevin McCarthy', 'Dick Miller', 'Keenan Wynn']",Joe Dante
Rough Night in Jericho,64963,['Western'],"['widow', 'corrupt cop']",https://image.tmdb.org/t/p/w500//a8Cmga2NFno9Z2gOxFV97poXjNc.jpg,"['Dean Martin', 'George Peppard', 'Jean Simmons', 'John McIntire']",Arnold Laven
The Taming of the Shrew,25560,"['Comedy', 'Drama', 'Romance']","['love', 'suitor', 'merchant']",https://image.tmdb.org/t/p/w500//2LpU3kyg1PowiQoEHf7oUXOUmVa.jpg,"['Elizabeth Taylor', 'Richard Burton', 'Cyril Cusack', 'Michael Hordern']",Franco Zeffirelli
Yojimbo,11878,"['Drama', 'Thriller']","['japan', 'swordplay', 'samurai', 'sword', 'bodyguard', 'fighting', 'family', 'intrigue', 'ronin', 'revolver']",https://image.tmdb.org/t/p/w500//tN7kYPjRhDolpui9sc9Eq9n5b2O.jpg,"['Toshirō Mifune', 'Tatsuya Nakadai', 'Yôko Tsukasa', 'Isuzu Yamada']",Akira Kurosawa
Repossessed,11510,"['Comedy', 'Horror']","['exorcism', 'rock', 'live-reportage', 'spoof', 'devil']",https://image.tmdb.org/t/p/w500//jDTP5KgWwvuKfOyJ2PJfTqVYnxJ.jpg,"['Linda Blair', 'Ned Beatty', 'Leslie Nielsen', 'Anthony Starke']",Bob Logan
The Omega Man,11234,"['Action', 'Science Fiction', 'Thriller']","['post-apocalyptic', 'dystopia', 'survivalist', 'dystopic future', 'last man on earth', 'plague']",https://image.tmdb.org/t/p/w500//pmtth3IKZnFevbDZAK1Whpxwxqq.jpg,"['Charlton Heston', 'Anthony Zerbe', 'Rosalind Cash', 'Paul Koslo']",Boris Sagal
Spaceballs,957,"['Comedy', 'Science Fiction']","['android', 'lasergun', 'swordplay', 'temple', 'space marine', 'space battle', 'space travel', 'space mission', 'galaxy', 'comb', 'altar', 'magnet beam', 'jam', 'speed of light', 'plastic surgery', 'password', 'shield', 'nose', 'spoof']",https://image.tmdb.org/t/p/w500//o624HTt93iIJIc1Sg5hNkDTnk5l.jpg,"['Mel Brooks', 'Rick Moranis', 'Bill Pullman', 'Daphne Zuniga']",Mel Brooks
Robin Hood,11886,"['Animation', 'Family']","['hero', 'fox', 'robin hood', 'forest', 'right and justice', 'outlaw', 'thief', 'animation', 'bear', 'teacher', 'animal as human', 'sherwood forest', 'animal']",https://image.tmdb.org/t/p/w500//x9AvkYek0bGdxQSZ8W3lAjGrREm.jpg,"['Brian Bedford', 'Phil Harris', 'Peter Ustinov', 'Pat Buttram']",Wolfgang Reitherman
Mister Roberts,37853,"['Comedy', 'Drama', 'Family', 'War']","['world war ii', 'navy']",https://image.tmdb.org/t/p/w500//5B8Gc1N2S3CDWHBzm0VxaMPTyzJ.jpg,"['Henry Fonda', 'James Cagney', 'William Powell', 'Jack Lemmon']",John Ford
Quest for Fire,62204,"['Adventure', 'Drama']","['stone age', 'cavemen', 'prehistoric adventure', 'prehistoric times', 'prehistoric man']",https://image.tmdb.org/t/p/w500//vbf39Rc5qBxqiB2NMSUhToelsed.jpg,"['Everett McGill', 'Ron Perlman', 'Nicholas Kadi', 'Rae Dawn Chong']",Jean-Jacques Annaud
Little Big Man,11040,"['Adventure', 'Western', 'History']","['based on novel', 'indian territory', 'fight', 'settler', 'native american', 'orphan', 'cheyenne', 'george armstrong custer', '19th century']",https://image.tmdb.org/t/p/w500//boGU9wr66y20Lr6z8vQDmaozqgU.jpg,"['Dustin Hoffman', 'Faye Dunaway', 'Chief Dan George', 'Martin Balsam']",Arthur Penn
A Face in the Crowd,21849,['Drama'],"['television', 'arkansas', 'fame', 'personality']",https://image.tmdb.org/t/p/w500//bjPvs6MY6Rv0DIiJ9rgx2TMEkAk.jpg,"['Andy Griffith', 'Patricia Neal', 'Walter Matthau', 'Lee Remick']",Elia Kazan
Trading Places,1621,['Comedy'],"['christmas tree', 'from rags to riches', 'broker', 'beggar', 'dollar', 'wager', 'fish out of water', 'millionaire', 'commodities', 'investor', 'big shot', 'hoodlum', 'wrongful arrest', 'santa hat']",https://image.tmdb.org/t/p/w500//8mBuLCOcpWnmYtZc4aqtvDXslv6.jpg,"['Eddie Murphy', 'Dan Aykroyd', 'Jamie Lee Curtis', 'Jim Belushi']",John Landis
Meatballs,14035,['Comedy'],"['summer camp', 'underwear on flagpole', 'famous speech', 'burp', 'french fries', 'toothpick', 'girl in swimwear', 'ketchup', 'panty raid']",https://image.tmdb.org/t/p/w500//nSrpDkNpZLAB1jLWkeGMxXh09jU.jpg,"['Bill Murray', 'Harvey Atkin', 'Kate Lynch', 'Russ Banham']",Ivan Reitman
Meatballs III: Summer Job,40772,['Comedy'],"['sex', 'virgin', 'nudity', 'summer camp', 'porno star', 'sequel', 'loss of virginity', 'teenager', 'ghost', 'canuxploitation']",https://image.tmdb.org/t/p/w500//4KjQlD2MMOyFeo5wbn5bbLZRY1Q.jpg,"['Patrick Dempsey', 'Sally Kellerman', 'Isabelle Mejias', 'Al Waxman']",George Mendeluk
Meatballs 4,40773,['Comedy'],['sport'],https://image.tmdb.org/t/p/w500//8dcYDKcf8PJLqjzKBEthrzFYk8s.jpg,"['Corey Feldman', 'Jack Nance', 'Sarah Douglas', 'J. Trevor Edmond']",Bob Logan
Dead Again,11498,['Thriller'],"['amnesia', 'nightmare', 'hypnosis', 'suspense', 'therapy']",https://image.tmdb.org/t/p/w500//irEnDVtxox6gnRJuwtEZuxvl2vZ.jpg,"['Kenneth Branagh', 'Derek Jacobi', 'Andy García', 'Robin Williams']",Kenneth Branagh
Peter's Friends,11790,"['Comedy', 'Drama']","['england', ""new year's eve"", 'secret', 'weekend', 'friends']",https://image.tmdb.org/t/p/w500//gcs7O97E80KRfFd9fNbylnx3YTd.jpg,"['Kenneth Branagh', 'Emma Thompson', 'Stephen Fry', 'Hugh Laurie']",Kenneth Branagh
The Incredibly True Adventure of Two Girls In Love,29371,"['Comedy', 'Drama', 'Romance']","['lesbian relationship', 'independent film', 'lesbian interest', 'lgbt', 'woman director']",https://image.tmdb.org/t/p/w500//1FNBqreF7qn5qoOwhPvxfuqVXmc.jpg,"['Laurel Holloman', 'Maggie Moore', 'Kate Stafford', 'Nicole Ari Parker']",Maria Maggenti
Experience Preferred...But Not Essential,276635,['Comedy'],"['hotel', 'waitress', 'mine', 'seaside town', 'introvert']",https://image.tmdb.org/t/p/w500//6RSeUO3nDh48PzDUeqBuRUwIn5j.jpg,"['Elizabeth Edmonds', 'Sue Wallace', 'Geraldine Griffiths', 'Karen Meagher']",Peter Duffell
Anywhere But Here,21349,"['Drama', 'Comedy', 'Romance']",['dream'],https://image.tmdb.org/t/p/w500//2DNtxmXkotuaJexU57geTLIPnQf.jpg,"['Susan Sarandon', 'Natalie Portman', 'Hart Bochner', 'Eileen Ryan']",Wayne Wang
Dogma,1832,"['Fantasy', 'Comedy', 'Adventure']","['angel', 'wisconsin', 'church service', 'church', 'aftercreditsstinger', 'duringcreditsstinger']",https://image.tmdb.org/t/p/w500//oxhHl2YokTqcP44QK5tiTgjgLgk.jpg,"['Ben Affleck', 'Matt Damon', 'Linda Fiorentino', 'Jason Mewes']",Kevin Smith
The Messenger: The Story of Joan of Arc,10047,"['Adventure', 'Drama', 'Action', 'History', 'War']","['schizophrenia', 'france', 'rape', 'siege', 'biography', 'orléans', 'charles vii.', 'false history', 'joan of arc', 'religious delusions']",https://image.tmdb.org/t/p/w500//bR16gmwgnCD5e5UWPZHc1BsOsV0.jpg,"['Milla Jovovich', 'Dustin Hoffman', 'Faye Dunaway', 'John Malkovich']",Luc Besson
Pokémon: The First Movie: Mewtwo Strikes Back,10228,['Animation'],"['revenge', 'pokémon', 'creator', 'researcher', 'research laboratory', 'anime']",https://image.tmdb.org/t/p/w500//3m1kyUksL3vf4anbYMbLUWXTb3W.jpg,"['Rica Matsumoto', 'Mayumi Iizuka', 'Yūji Ueda', 'Ikue Ōtani']",Michael Haigney
Felicia's Journey,47692,['Drama'],"['suspense', 'series of murders']",https://image.tmdb.org/t/p/w500//itqEwiINuYvaqvFKw5YWitnqAUc.jpg,"['Bob Hoskins', 'Elaine Cassidy', 'Arsinée Khanjian', 'Peter McDonald']",Atom Egoyan
Where's Marlowe?,144953,"['Comedy', 'Mystery', 'Thriller']",['hollywood'],https://image.tmdb.org/t/p/w500//lBYQEQidyOkL5VI59FRHVmoMC4z.jpg,"['Miguel Ferrer', 'John Livingston', 'Yasiin Bey', 'John Slattery']",Daniel Pyne
The Commitments,11663,"['Comedy', 'Drama', 'Music']","['soul', 'ireland', 'music band']",https://image.tmdb.org/t/p/w500//eLGW0waiQyEwnNEJcJDH2Tsd3Hu.jpg,"['Robert Arkins', 'Michael Aherne', 'Angeline Ball', 'Maria Doyle Kennedy']",Alan Parker
Holiday Inn,13485,"['Comedy', 'Drama', 'Music', 'Romance']","['holiday', ""new year's eve"", 'musical', 'inn']",https://image.tmdb.org/t/p/w500//wUNppiUUKA6rp8L5bPdl27MW7Uc.jpg,"['Bing Crosby', 'Fred Astaire', 'Marjorie Reynolds', 'Virginia Dale']",Mark Sandrich
The Longest Day,9289,"['Action', 'Drama', 'History', 'War']","['world war ii', 'normandy', 'allied', 'widerstand', 'steel helmet', 'soldier']",https://image.tmdb.org/t/p/w500//5zmvEofdIlgXrQl9A7e5IOzlnFU.jpg,"['Eddie Albert', 'Paul Anka', 'Arletty', 'Jean-Louis Barrault']",Bernhard Wicki
Poison Ivy,9264,['Thriller'],"['suicide', 'rape', 'pretended suicide', 'father', 'woman director']",https://image.tmdb.org/t/p/w500//igwGf0qNka1qH1HPijgbABfUfB4.jpg,"['Sara Gilbert', 'Drew Barrymore', 'Tom Skerritt', 'Cheryl Ladd']",Katt Shea
Poison Ivy: The New Seduction,18222,"['Thriller', 'Romance']","['manipulation', 'romance', 'family', 'erotic movie']",https://image.tmdb.org/t/p/w500//l9Z43sz0qjTrmDjXRlChIVoH1JB.jpg,"['Jaime Pressly', 'Megan Edwards', 'Michael Des Barres', 'Greg Vaughan']",Kurt Voss
Tora! Tora! Tora!,11165,"['History', 'Action', 'Drama', 'Adventure', 'War']","['japan', 'world war ii', 'pearl harbor', 'soldier', 'imperial japan']",https://image.tmdb.org/t/p/w500//c311sN931DixuZRer0JGYCwpx9N.jpg,"['Martin Balsam', 'Sô Yamamura', 'Joseph Cotten', 'Tatsuya Mihashi']",Richard Fleischer
Women on the Verge of a Nervous Breakdown,4203,"['Comedy', 'Drama']","['madrid', 'airport', 'terrorist', 'suicide attempt', 'pregnancy', 'relationship', 'ex-wife', 'spectacle', 'sleeping pill']",https://image.tmdb.org/t/p/w500//lOehCiqghODNrNBpI1JS76zl6Lx.jpg,"['Carmen Maura', 'Antonio Banderas', 'Julieta Serrano', 'María Barranco']",Pedro Almodóvar
The Verdict,24226,['Drama'],"['boston', 'court', 'malpractice', 'alcoholic', 'courtroom', 'defense attorney']",https://image.tmdb.org/t/p/w500//iYEuFP1bpj5yOenKliiRFcNO3VE.jpg,"['Paul Newman', 'Charlotte Rampling', 'Jack Warden', 'James Mason']",Sidney Lumet
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,88875,['Drama'],['literary adaptation'],https://image.tmdb.org/t/p/w500//qHvpnZ28oa90QOIYGxfkWod7Tra.jpg,"['Joanne Woodward', 'Roberta Wallach', 'Judith Lowry', 'Nell Potts']",Paul Newman
The Adventures of Buckaroo Banzai Across the 8th Dimension,11379,"['Comedy', 'Science Fiction']","['menace', 'talent', 'intellectually gifted', 'space war', 'time travel', 'creativity', 'genius']",https://image.tmdb.org/t/p/w500//l9NDh3IYPAmSYjqMcxPfUh83Xwm.jpg,"['Peter Weller', 'John Lithgow', 'Ellen Barkin', 'Jeff Goldblum']",W.D. Richter
Stand and Deliver,29154,['Drama'],"['education', 'mathematics', 'drop-out', 'based on true story', 'teacher', 'high school teacher', 'mexican american']",https://image.tmdb.org/t/p/w500//xy5tWhdcy2cba5w8bQfCJsYdmpQ.jpg,"['Edward James Olmos', 'Lou Diamond Phillips', 'Rosanna DeSoto', 'Andy García']",Ramón Menéndez
Moonstruck,2039,"['Comedy', 'Drama', 'Romance']","['new york', 'love letter', 'lover', 'full moon']",https://image.tmdb.org/t/p/w500//hH5mm3A5r1Bw8uBAJXbAtJxBpPB.jpg,"['Cher', 'Nicolas Cage', 'Vincent Gardenia', 'Olympia Dukakis']",Norman Jewison
Jeremiah Johnson,11943,"['Adventure', 'Western']","['loss of son', 'rocky mountains', 'cabin', 'survival', 'snow', 'mountain man']",https://image.tmdb.org/t/p/w500//tFiA48c0pqDAv34r9TB4OVGntZz.jpg,"['Robert Redford', 'Will Geer', 'Delle Bolton', 'Josh Albee']",Sydney Pollack
Repulsion,11481,"['Drama', 'Horror', 'Thriller']","['london england', 'schizophrenia', 'post traumatic stress  disorder', 'hallucination', 'rent', 'loneliness', 'psychosis']",https://image.tmdb.org/t/p/w500//dtyCKEPLqv9wxyVazL4b843vtUb.jpg,"['Catherine Deneuve', 'Ian Hendry', 'John Fraser', 'Yvonne Furneaux']",Roman Polanski
Irma la Douce,2690,"['Comedy', 'Romance']","['paris', 'prostitute', 'pimp', ""love of one's life"", 'red-light disctrict', 'pub', 'police']",https://image.tmdb.org/t/p/w500//3aYvC1ySkxR0FfRRHS6LaeK7JxS.jpg,"['Jack Lemmon', 'Shirley MacLaine', 'Lou Jacobi', 'Cliff Osmond']",Billy Wilder
42 Up,20565,"['Documentary', 'Foreign']","['docudrama', 'east end', 'archival footage']",https://image.tmdb.org/t/p/w500//waXG2AmReCLVHtMhB7GirV5SFDj.jpg,"['Bruce Balden', 'Jacqueline Bassett', 'Symon Basterfield', 'Andrew Brackfield']",Michael Apted
Liberty Heights,27141,['Drama'],"['baltimore', 'coming of age']",https://image.tmdb.org/t/p/w500//pFcUURqmwvvyq0eFzvDun8daPMX.jpg,"['Adrien Brody', 'Ben Foster', 'Orlando Jones', 'Bebe Neuwirth']",Barry Levinson
Mansfield Park,10399,"['Drama', 'Romance']","['country estate', 'woman director']",https://image.tmdb.org/t/p/w500//8wmitt5MhUovjDzxhVfWIifnnnV.jpg,"[""Frances O'Connor"", 'Lindsay Duncan', 'James Purefoy', 'Sheila Gish']",Patricia Rozema
Sleepy Hollow,2668,"['Drama', 'Fantasy', 'Thriller', 'Mystery']","['cut-off head', 'horseman', 'head']",https://image.tmdb.org/t/p/w500//660DFxWpSfZ1d1PruZ6Nd9vKXNE.jpg,"['Johnny Depp', 'Ian McDiarmid', 'Christina Ricci', 'Casper Van Dien']",Tim Burton
The World Is Not Enough,36643,"['Adventure', 'Action', 'Thriller']","['british', 'mission', 'oil', 'heiress', 'bilbao spain', 'british secret service']",https://image.tmdb.org/t/p/w500//uzHuGbDwubzhOt68DjQq8JPVVaJ.jpg,"['Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle', 'Denise Richards']",Michael Apted
All About My Mother,99,"['Comedy', 'Drama']","['barcelona spain', 'transvestism', 'transsexuality', 'drug abuse', 'transplantation', 'madrid', 'birthday', 'autograph', 'actress', 'friend']",https://image.tmdb.org/t/p/w500//hjQhzhkGYXPNM96k0mOgob6HMmn.jpg,"['Cecilia Roth', 'Marisa Paredes', 'Penélope Cruz', 'Candela Peña']",Pedro Almodóvar
